# Latin key <TAB> Devanagari word - generated from ne-words.sqlite3.
# Sorted by UTF-8 byte order, which is what fst's SetBuilder requires.
# Regenerate with tools/mkwords.py; do not hand-edit.
DaDhelo	डढेलो
sahasr	सहस्र
sahastitv	सहअस्तित्व
sahavaas	सहवास
sahavas	सहवास
sahayaatri	सहयात्री
sahayaatrii	सहयात्री
sahayak	सहायक
sahayata	सहायता
sahayataa	सहायता
sahayatri	सहयात्री
sahayatrii	सहयात्री
sahayog	सहयोग
sahayogi	सहयोगी
sahayogii	सहयोगी
saha~dai	सहँदै
sahe	सहे
saheb	साहेब
saheko	सहेको
sahi	सही
sahiShNutaa	सहिष्णुता
sahid	सहिद
sahii	सही
sahishnuta	सहिष्णुता
sahishnutaa	सहिष्णुता
sahit	सहित
sahityakaar	साहित्यकार
sahityakar	साहित्यकार
sahityik	साहित्यिक
sahrai	साह्रै
sahro	साह्रो
sahu	साहू
sahuliyat	सहुलियत
sahuu	साहू
sahy	सह्य
sahyo	सह्यो
said	साइड
saiddhaantik	सैद्धान्तिक
saiddhantik	सैद्धान्तिक
saij	साइज
saikal	साइकल
sainabord	साइनबोर्ड
sainik	सैनिक
saino	साइनो
sainy	सैन्य
sait	साइत
sajaavaT	सजावट
sajaavat	सजावट
sajaay	सजाय
sajag	सजग
sajavat	सजावट
sajay	सजाय
sajh	साँझ
sajha	साझा
sajhaa	साझा
sajhedaari	साझेदारी
sajhedaarii	साझेदारी
sajhedari	साझेदारी
sajhedarii	साझेदारी
sajiiv	सजीव
sajilo	सजिलो
sajiv	सजीव
sajjan	सज्जन
sakSham	सक्षम
sakShamataa	सक्षमता
sakShamataapuurvak	सक्षमतापूर्वक
sakaar	साकार
sakaaraatmak	सकारात्मक
sakaaratmak	सकारात्मक
sakal	सकल
sakar	साकार
sakaraatmak	सकारात्मक
sakaratmak	सकारात्मक
sakarmak	सकर्मक
sakas	सकस
sakchh	सक्छ
sakda	सक्दा
sakdaa	सक्दा
sakdai	सक्दै
sake	सके
sakeko	सकेको
sakh	साख
sakhaap	सखाप
sakhap	सखाप
sakht	सख्त
sakkali	सक्कली
sakkalii	सक्कली
sakne	सक्ने
saknu	सक्नु
sakriy	सक्रिय
sakriyata	सक्रियता
sakriyataa	सक्रियता
saksham	सक्षम
sakshamata	सक्षमता
sakshamataa	सक्षमता
sakshamataapurvak	सक्षमतापूर्वक
sakshamataapuurvak	सक्षमतापूर्वक
sakshamatapurvak	सक्षमतापूर्वक
sakshamatapuurvak	सक्षमतापूर्वक
sakshar	साक्षर
saksharata	साक्षरता
saksharataa	साक्षरता
sakshi	साक्षी
sakshii	साक्षी
sakushal	सकुशल
sakyo	सक्यो
sal	सल
sal	साल
salaam	सलाम
salam	सलाम
sale	साले
sali	साली
salii	साली
salik	सालिक
sallaah	सल्लाह
sallaahakaar	सल्लाहकार
sallaahakar	सल्लाहकार
sallah	सल्लाह
sallahakaar	सल्लाहकार
sallahakar	सल्लाहकार
salo	सालो
samRRiddh	समृद्ध
samRRiddhi	समृद्धि
samaShTi	समष्टि
samaShTigat	समष्टिगत
samaachaar	समाचार
samaachaaradaata	समाचारदाता
samaachaaradaataa	समाचारदाता
samaachaaradata	समाचारदाता
samaachaaradataa	समाचारदाता
samaachaaramulak	समाचारमूलक
samaachaaramuulak	समाचारमूलक
samaachaarapatr	समाचारपत्र
samaachar	समाचार
samaacharadaata	समाचारदाता
samaacharadaataa	समाचारदाता
samaacharadata	समाचारदाता
samaacharadataa	समाचारदाता
samaacharamulak	समाचारमूलक
samaacharamuulak	समाचारमूलक
samaacharapatr	समाचारपत्र
samaadhaan	समाधान
samaadhan	समाधान
samaadhi	समाधि
samaagam	समागम
samaahit	समाहित
samaaj	समाज
samaajaseva	समाजसेवा
samaajasevaa	समाजसेवा
samaajasevi	समाजसेवी
samaajasevii	समाजसेवी
samaajashaastr	समाजशास्त्र
samaajashaastri	समाजशास्त्री
samaajashaastrii	समाजशास्त्री
samaajashaastriiy	समाजशास्त्रीय
samaajashaastriy	समाजशास्त्रीय
samaajashastr	समाजशास्त्र
samaajashastri	समाजशास्त्री
samaajashastrii	समाजशास्त्री
samaajashastriiy	समाजशास्त्रीय
samaajashastriy	समाजशास्त्रीय
samaajavaad	समाजवाद
samaajavaadi	समाजवादी
samaajavaadii	समाजवादी
samaajavad	समाजवाद
samaajavadi	समाजवादी
samaajavadii	समाजवादी
samaajik	सामाजिक
samaalochak	समालोचक
samaan	समान
samaan	सामान
samaanaantar	समानान्तर
samaanantar	समानान्तर
samaanata	समानता
samaanataa	समानता
samaanupaatik	समानुपातिक
samaanupatik	समानुपातिक
samaany	सामान्य
samaapan	समापन
samaapt	समाप्त
samaapti	समाप्ति
samaaroh	समारोह
samaavesh	समावेश
samaaveshi	समावेशी
samaaveshii	समावेशी
samaaviShT	समाविष्ट
samaavisht	समाविष्ट
samaayojan	समायोजन
samachaar	समाचार
samachaaradaata	समाचारदाता
samachaaradaataa	समाचारदाता
samachaaradata	समाचारदाता
samachaaradataa	समाचारदाता
samachaaramulak	समाचारमूलक
samachaaramuulak	समाचारमूलक
samachaarapatr	समाचारपत्र
samachar	समाचार
samacharadaata	समाचारदाता
samacharadaataa	समाचारदाता
samacharadata	समाचारदाता
samacharadataa	समाचारदाता
samacharamulak	समाचारमूलक
samacharamuulak	समाचारमूलक
samacharapatr	समाचारपत्र
samadhaan	समाधान
samadhan	समाधान
samadhi	समाधि
samagam	समागम
samagr	समग्र
samagri	सामग्री
samagrii	सामग्री
samahit	समाहित
samaj	समाज
samajaseva	समाजसेवा
samajasevaa	समाजसेवा
samajasevi	समाजसेवी
samajasevii	समाजसेवी
samajashaastr	समाजशास्त्र
samajashaastri	समाजशास्त्री
samajashaastrii	समाजशास्त्री
samajashaastriiy	समाजशास्त्रीय
samajashaastriy	समाजशास्त्रीय
samajashastr	समाजशास्त्र
samajashastri	समाजशास्त्री
samajashastrii	समाजशास्त्री
samajashastriiy	समाजशास्त्रीय
samajashastriy	समाजशास्त्रीय
samajavaad	समाजवाद
samajavaadi	समाजवादी
samajavaadii	समाजवादी
samajavad	समाजवाद
samajavadi	समाजवादी
samajavadii	समाजवादी
samajhadaari	समझदारी
samajhadaarii	समझदारी
samajhadari	समझदारी
samajhadarii	समझदारी
samajik	सामाजिक
samakSh	समक्ष
samakaaliin	समकालीन
samakaalin	समकालीन
samakaliin	समकालीन
samakalin	समकालीन
samaksh	समक्ष
samalochak	समालोचक
saman	समान
saman	सामान
samana	सामना
samanaa	सामना
samanaantar	समानान्तर
samanantar	समानान्तर
samanata	समानता
samanataa	समानता
samanjasy	सामञ्जस्य
samant	सामन्त
samantavaad	सामन्तवाद
samantavad	सामन्तवाद
samanti	सामन्ती
samantii	सामन्ती
samanupaatik	समानुपातिक
samanupatik	समानुपातिक
samanvay	समन्वय
samanvayaatmak	समन्वयात्मक
samanvayatmak	समन्वयात्मक
samany	सामान्य
samapan	समापन
samapt	समाप्त
samapti	समाप्ति
samarik	सामरिक
samaroh	समारोह
samarpaN	समर्पण
samarpan	समर्पण
samarpit	समर्पित
samarth	समर्थ
samarthak	समर्थक
samarthan	समर्थन
samarthy	सामर्थ्य
samasaamayik	समसामयिक
samasamayik	समसामयिक
samashti	समष्टि
samashtigat	समष्टिगत
samast	समस्त
samasya	समस्या
samasyaa	समस्या
samasyaapurti	समस्यापूर्ति
samasyaapuurti	समस्यापूर्ति
samasyapurti	समस्यापूर्ति
samasyapuurti	समस्यापूर्ति
samata	समता
samataa	समता
samatal	समतल
samathar	समथर
samavedana	समवेदना
samavedanaa	समवेदना
samavesh	समावेश
samaveshi	समावेशी
samaveshii	समावेशी
samavisht	समाविष्ट
samay	समय
samayaanukul	समयानुकूल
samayaanukuul	समयानुकूल
samayaavadhi	समयावधि
samayanukul	समयानुकूल
samayanukuul	समयानुकूल
samayasaapekSh	समयसापेक्ष
samayasaapeksh	समयसापेक्ष
samayasapeksh	समयसापेक्ष
samayavadhi	समयावधि
samayik	सामयिक
samayojan	समायोजन
sambaddh	सम्बद्ध
sambandh	सम्बन्ध
sambandhi	सम्बन्धी
sambandhii	सम्बन्धी
sambandhit	सम्बन्धित
sambhaar	सम्भार
sambhaavana	सम्भावना
sambhaavanaa	सम्भावना
sambhaavit	सम्भावित
sambhaavy	सम्भाव्य
sambhaavyata	सम्भाव्यता
sambhaavyataa	सम्भाव्यता
sambhar	सम्भार
sambhav	सम्भव
sambhavana	सम्भावना
sambhavanaa	सम्भावना
sambhavataH	सम्भवतः
sambhavatah	सम्भवतः
sambhavit	सम्भावित
sambhavy	सम्भाव्य
sambhavyata	सम्भाव्यता
sambhavyataa	सम्भाव्यता
sambhog	सम्भोग
sambhraant	सम्भ्रान्त
sambhrant	सम्भ्रान्त
sambodhan	सम्बोधन
samel	सामेल
samet	समेत
samiikShaa	समीक्षा
samiikShak	समीक्षक
samiikaraN	समीकरण
samiikaran	समीकरण
samiiksha	समीक्षा
samiikshaa	समीक्षा
samiikshak	समीक्षक
samiip	समीप
samiipy	सामीप्य
samikaran	समीकरण
samiksha	समीक्षा
samikshaa	समीक्षा
samikshak	समीक्षक
samip	समीप
samipy	सामीप्य
samiti	समिति
samjhadai	सम्झँदै
samjhana	सम्झना
samjhanaa	सम्झना
samjhanchh	सम्झन्छ
samjhane	सम्झने
samjhanu	सम्झनु
samjhauta	सम्झौता
samjhautaa	सम्झौता
samjha~dai	सम्झँदै
samjhe	सम्झे
samjheko	सम्झेको
samjhyo	सम्झ्यो
samm	सम्म
sammaan	सम्मान
